Relation,MRR,h@1,h@3,h@10
1,0.31516676684966743,0.16087221713937175,0.35757853003964624,0.694571515706008
4,0.3150561255313157,0.22939560439560439,0.36126373626373626,0.47115384615384615
2,0.6524886838386312,0.5754985754985755,0.7094017094017094,0.7763532763532763
0,0.45994263462222756,0.328372539606337,0.5439270283245319,0.7208353336533846
6,0.2151822921307768,0.14583333333333334,0.25,0.3359375
3,0.5555599872533418,0.45161290322580644,0.6263440860215054,0.7365591397849462
5,0.23819810452653603,0.16009852216748768,0.27832512315270935,0.3891625615763547
