SE:C0002884	51	2.03	31.37	2.94	inf	1.78	31.37	4.9	inf
SE:C0001969	148	11.51	25.68	2.36	inf	10.35	27.03	3.72	inf
SE:C0034359	113	25.63	31.42	5.31	inf	22.66	34.51	7.52	inf
SE:C0042024	1061	67.16	18.14	2.78	0.085	41.01	32.28	8.34	0.165
SE:C0023524	108	7.2	32.87	5.09	inf	6.22	34.72	12.04	inf
SE:C0010414	105	3.61	40.95	3.33	inf	3.18	43.81	7.14	inf
SE:C0027080	425	64.0	17.65	2.71	0.085	52.28	23.18	4.24	0.11
SE:C0151706	335	55.23	20.3	2.69	0.093	43.78	29.85	10.75	0.176
SE:C0042164	85	1.04	34.12	10.0	inf	0.91	34.12	13.53	inf
SE:C0014869	334	59.44	20.51	1.95	0.076	45.59	29.04	5.69	0.137
SE:C0018924	72	10.57	36.81	3.47	inf	8.99	42.36	12.5	inf
SE:C0270629	84	28.61	32.14	2.38	inf	23.35	42.26	8.33	inf
SE:C0151827	467	61.86	21.2	3.43	0.095	48.3	28.37	7.39	0.145
SE:C0027441	622	74.91	15.03	1.61	0.068	58.21	21.06	3.86	0.101
SE:C0085649	2198	83.04	11.6	1.32	0.054	38.71	29.89	6.73	0.145
SE:C0006852	155	42.69	30.65	3.87	0.125	34.86	38.39	16.13	0.246
SE:C0035305	211	38.07	28.91	2.84	inf	31.48	40.76	9.48	inf
SE:C0003874	146	41.18	22.6	2.05	inf	35.87	27.05	5.14	inf
SE:C1527344	610	68.9	16.39	1.8	0.071	52.24	25.33	4.43	0.116
SE:C0008031	2101	80.93	11.35	1.45	0.055	38.88	28.37	4.14	0.12
SE:C0029443	805	55.07	20.31	2.3	0.087	32.94	40.5	10.31	0.198
SE:C0018799	1141	76.04	12.58	1.18	0.056	49.28	21.6	3.24	0.098
SE:C0017658	131	19.52	33.59	3.44	inf	17.15	37.02	12.21	inf
SE:C0022603	128	31.79	32.81	6.25	0.146	24.93	47.66	23.05	0.309
SE:C0043144	844	71.02	14.75	1.78	0.067	48.82	25.71	4.44	0.118
SE:C0699790	193	26.29	22.8	3.89	inf	23.23	23.83	5.7	inf
SE:C0007570	135	39.19	31.48	3.7	inf	33.71	36.67	8.89	inf
SE:C0032776	113	27.57	44.69	8.41	inf	21.52	53.1	23.89	inf
SE:C0031046	291	57.72	21.48	3.09	0.092	47.57	28.18	5.15	0.128
SE:C0235974	132	15.55	24.24	2.65	inf	13.47	29.17	9.47	inf
SE:C0038363	259	53.1	20.27	3.28	inf	43.57	27.22	8.69	inf
SE:C0038379	199	33.75	27.14	3.77	inf	29.63	31.91	6.03	inf
SE:C0015645	52	8.9	49.04	6.73	inf	7.89	53.85	14.42	inf
SE:C0020433	744	66.42	16.33	1.95	0.072	46.56	26.21	5.98	0.132
SE:C0206062	657	70.04	16.67	2.82	0.08	54.61	23.36	4.95	0.113
SE:C0039231	1756	81.82	12.7	1.68	0.061	48.22	24.4	4.41	0.114
SE:C0085786	64	19.8	21.09	0.78	inf	17.87	24.22	0.78	inf
SE:C0740394	341	70.1	16.57	2.79	inf	59.35	21.55	3.96	inf
SE:C0005818	96	10.31	36.98	3.65	inf	8.95	41.15	9.9	inf
SE:C0497156	915	69.92	17.6	1.86	0.072	47.69	28.69	7.21	0.145
SE:C0006846	61	24.15	36.89	4.92	inf	21.71	40.16	16.39	inf
SE:C0032533	122	44.78	19.26	3.69	inf	38.75	23.77	6.15	inf
SE:C0149696	107	23.53	32.24	4.21	inf	20.54	35.98	9.81	inf
SE:C0836924	707	70.83	15.21	1.91	0.071	52.11	22.56	4.38	0.112
SE:C0006144	101	21.5	43.07	8.91	inf	17.59	52.97	19.8	inf
SE:C0040460	505	48.27	23.07	3.37	0.101	30.43	42.48	12.08	0.216
SE:C0020672	525	68.49	16.48	2.0	0.075	54.51	23.14	4.19	0.107
SE:C0027121	346	63.44	22.11	3.03	0.095	52.0	30.35	7.8	0.154
SE:C0024205	165	39.41	30.61	3.94	inf	31.96	44.55	12.12	inf
SE:C0015544	334	62.99	20.66	3.59	0.093	50.55	26.65	6.29	0.137
SE:C0017574	566	50.58	23.23	2.83	0.099	33.62	40.64	9.63	0.2
SE:C0002878	272	49.12	20.96	3.49	inf	42.6	24.63	5.51	inf
SE:C0011848	123	13.95	39.84	6.5	inf	12.05	43.5	13.82	inf
SE:C0023418	426	60.73	20.19	2.0	0.082	47.53	28.87	6.22	0.134
SE:C0014518	476	67.32	17.12	1.47	0.072	51.28	25.42	4.73	0.116
SE:C0267112	336	57.22	20.68	2.38	0.089	46.07	29.61	5.65	0.134
SE:C0039591	93	10.25	52.69	9.68	inf	8.47	58.06	18.82	inf
SE:C0018801	937	76.26	13.71	1.07	0.06	55.5	21.34	2.99	0.095
SE:C0151632	378	59.8	17.99	1.85	0.075	47.45	29.37	6.75	0.135
SE:C0231528	1259	79.0	12.11	1.43	0.057	51.21	22.04	4.49	0.108
SE:C0149741	57	9.42	44.74	5.26	inf	8.15	50.0	15.79	inf
SE:C0040128	385	59.7	17.79	3.25	0.089	46.81	24.55	7.92	0.147
SE:C0003864	960	66.54	16.72	1.61	0.072	40.1	31.46	6.35	0.149
SE:C0026896	117	19.68	30.34	2.99	inf	17.33	32.48	8.97	inf
SE:C0037672	334	46.36	21.11	1.65	0.089	33.22	46.26	7.93	0.199
SE:C0435630	231	55.47	21.0	1.52	0.08	44.8	29.87	5.84	0.14
SE:C0426636	72	12.33	30.56	3.47	inf	10.96	36.81	6.25	inf
SE:C0026265	217	51.57	21.89	2.76	0.096	43.45	32.03	9.22	0.168
SE:C0029927	329	48.59	26.75	2.43	0.104	34.5	40.88	15.05	0.243
SE:C0014488	105	27.75	40.48	6.19	inf	21.49	52.86	16.19	inf
SE:C0870082	286	50.29	26.05	4.02	0.114	38.54	40.03	13.46	0.227
SE:C0262578	74	26.62	38.51	9.46	inf	21.7	50.68	20.27	inf
SE:C0029878	184	44.76	29.08	2.72	0.108	37.22	41.58	14.4	0.232
SE:C0242301	187	39.06	32.35	4.01	inf	32.21	43.58	21.12	inf
SE:C0035078	1889	78.24	13.55	1.43	0.06	43.2	26.68	4.31	0.118
SE:C1253936	248	54.84	23.59	3.23	0.106	45.07	35.08	12.1	0.2
SE:C0007280	167	40.57	29.04	3.59	0.111	32.9	41.32	8.98	0.185
SE:C0032285	2443	85.56	11.81	1.19	inf	37.75	26.81	4.97	inf
SE:C0262431	367	62.09	18.12	2.18	0.079	49.43	26.98	5.31	0.125
SE:C0019159	61	5.73	57.38	4.92	inf	4.66	58.2	22.13	inf
SE:C0027769	826	67.62	17.62	1.69	0.072	44.15	28.39	6.54	0.139
SE:C0013404	2603	84.32	11.29	1.4	0.055	38.15	27.87	4.86	0.126
SE:C0151517	308	58.17	22.24	2.92	0.095	49.28	29.06	6.49	0.138
SE:C0003486	310	61.6	16.94	2.58	0.083	49.25	22.74	6.45	0.125
SE:C0006849	699	66.17	16.02	2.43	0.077	47.0	27.25	7.08	0.141
SE:C0007177	169	36.79	27.51	3.85	inf	32.07	33.14	7.69	inf
SE:C0002726	83	1.95	41.57	8.43	inf	1.64	42.77	19.28	inf
SE:C0013144	1554	77.74	13.19	1.87	0.064	46.21	27.16	5.98	0.132
SE:C0017565	376	51.3	23.27	3.86	0.099	38.79	34.04	10.37	0.181
SE:C0020258	51	10.54	51.96	7.84	inf	8.32	54.9	25.49	inf
SE:C0151908	612	59.26	16.42	2.78	0.083	42.35	30.8	6.7	0.147
SE:C1269683	463	56.14	19.55	2.38	0.086	38.97	31.86	7.99	0.16
SE:C0001339	612	62.97	18.22	2.45	0.081	46.38	29.41	8.42	0.156
SE:C0018021	326	58.2	21.93	3.22	0.091	46.71	29.29	7.67	0.153
SE:C0149531	206	57.55	22.09	4.61	0.11	48.14	28.64	10.19	0.164
SE:C0019158	725	68.83	14.69	1.31	inf	51.25	23.1	3.79	inf
SE:C0600139	340	59.53	19.71	2.79	inf	47.55	29.12	5.88	inf
SE:C0020649	2856	88.51	11.41	1.14	0.052	36.77	29.74	5.83	0.141
SE:C0010055	132	34.54	33.33	2.65	inf	29.8	38.26	6.06	inf
SE:C0267596	921	69.71	15.42	2.01	0.07	46.93	24.81	5.27	0.12
SE:C0020542	867	64.21	16.96	1.61	0.072	42.85	28.89	5.77	0.136
SE:C0024198	65	3.02	36.92	7.69	inf	2.61	37.69	10.0	inf
SE:C0006625	284	60.07	19.01	1.41	inf	49.93	26.58	4.93	inf
SE:C0151480	311	53.53	22.51	2.09	0.086	42.53	31.35	9.65	0.171
SE:C0079102	59	0.2	13.56	7.63	inf	0.2	13.56	7.63	inf
SE:C0005745	206	57.0	25.24	3.16	inf	48.72	29.13	10.68	inf
SE:C0017086	271	58.74	21.96	3.51	inf	49.4	29.15	7.56	inf
SE:C0002874	167	23.26	28.74	1.8	inf	20.42	32.63	7.19	inf
SE:C0035854	194	44.96	28.61	2.06	0.101	34.93	39.95	8.51	0.197
SE:C0036396	425	53.7	20.94	3.29	0.095	38.98	31.29	8.94	0.167
SE:C0035522	529	64.98	16.07	1.42	0.069	49.24	22.97	3.78	0.106
SE:C0009144	100	21.67	36.5	4.5	inf	18.61	41.5	12.0	inf
SE:C0040822	1441	74.49	14.64	1.67	0.066	45.76	25.23	4.65	0.118
SE:C0002962	988	66.27	13.77	1.57	0.063	42.35	24.49	3.59	0.107
SE:C0013428	880	65.74	17.73	1.82	0.075	42.87	30.17	8.3	0.158
SE:C0027813	257	56.62	27.63	3.31	inf	47.32	33.46	8.75	inf
SE:C0019521	216	41.8	23.38	4.63	inf	36.69	28.01	7.41	inf
SE:C0013146	231	42.56	20.35	1.95	0.086	30.03	49.35	7.14	0.197
SE:C0038220	190	28.35	22.63	2.37	inf	24.93	24.47	3.68	inf
SE:C0033246	96	18.96	38.02	5.21	inf	16.01	41.67	15.62	inf
SE:C0003872	111	33.43	30.18	4.5	inf	27.78	35.59	10.81	inf
SE:C0017601	573	60.12	19.72	2.36	0.082	42.76	30.1	8.03	0.158
SE:C0003708	81	24.04	40.74	2.47	inf	19.27	48.77	22.84	inf
SE:C0020453	196	38.97	26.28	3.32	inf	32.12	34.18	10.71	inf
SE:C0023467	257	52.5	22.37	3.11	inf	44.69	26.65	5.64	inf
SE:C0041755	475	66.4	16.84	1.16	0.07	51.75	24.74	4.63	0.121
SE:C0009324	198	35.22	29.55	3.79	inf	30.08	36.62	5.05	inf
SE:C0973461	309	50.46	22.65	2.1	0.092	38.25	35.11	7.77	0.167
SE:C0015256	441	60.8	19.73	2.49	0.085	45.77	27.89	6.46	0.136
SE:C0271468	80	26.94	46.88	10.0	inf	22.15	55.0	27.5	inf
SE:C0012691	273	57.61	16.67	2.01	0.075	47.63	22.16	5.13	0.113
SE:C0016053	775	58.42	18.06	3.1	0.087	33.1	33.55	8.84	0.173
SE:C0699885	161	41.25	21.12	3.73	inf	36.6	22.67	4.04	inf
SE:C0026780	60	50.93	25.0	3.33	0.109	42.54	32.5	6.67	0.144
SE:C0017168	1412	67.17	15.26	1.56	0.066	33.89	35.59	6.41	0.158
SE:C0039504	249	35.21	27.71	2.21	0.102	21.23	60.84	27.91	0.384
SE:C1384666	433	64.8	19.52	3.35	0.093	50.87	26.33	9.01	0.155
SE:C0001430	201	41.41	31.34	5.47	0.141	33.38	44.78	18.66	0.277
SE:C0016665	60	10.85	43.33	5.0	inf	9.43	50.83	8.33	inf
SE:C0038525	296	62.63	20.61	2.87	inf	52.53	24.66	6.59	inf
SE:C0038999	1067	72.61	14.43	1.41	0.063	44.85	27.6	5.62	0.13
SE:C0037315	919	66.67	15.18	2.07	0.072	41.63	28.89	4.79	0.128
SE:C0025297	87	22.21	35.06	5.17	inf	18.61	41.38	10.92	inf
SE:C0002453	175	35.15	33.14	5.43	inf	26.72	48.0	22.0	inf
SE:C0001122	862	70.56	14.27	1.45	0.064	49.94	22.33	4.23	0.107
SE:C1527407	51	0.0	0.0	0.0	inf	0.0	0.0	0.0	inf
SE:C0332687	76	17.77	34.21	5.92	inf	15.69	40.13	10.53	inf
SE:C0039483	65	3.09	49.23	14.62	inf	2.6	52.31	20.0	inf
SE:C0024103	297	47.13	23.57	3.2	0.106	35.72	37.54	9.43	0.185
SE:C0023890	533	58.5	22.33	3.19	0.101	42.8	35.37	10.6	0.192
SE:C0030578	97	28.08	29.9	5.15	inf	24.14	32.99	10.31	inf
SE:C0032326	534	55.83	20.51	3.0	0.093	41.38	33.9	9.64	0.18
SE:C0020440	183	38.29	21.58	1.64	inf	33.67	25.68	3.83	inf
SE:C0023903	121	29.95	30.58	4.13	inf	26.36	41.32	13.22	inf
SE:C0037036	220	49.52	22.73	2.05	inf	42.15	28.86	5.68	inf
SE:C0037928	171	49.21	25.44	4.09	inf	41.7	28.36	8.19	inf
SE:C0025061	83	20.1	38.55	5.42	inf	17.23	45.78	15.66	inf
SE:C0041909	450	59.27	19.44	3.0	0.09	45.58	28.33	5.56	0.132
SE:C0035302	73	0.6	26.03	6.16	inf	0.53	26.03	10.27	inf
SE:C0032308	260	53.82	22.69	3.27	0.1	44.07	29.81	7.5	0.152
SE:C1384606	59	14.4	54.24	5.08	inf	11.18	65.25	31.36	inf
SE:C0042487	946	78.85	13.27	1.53	0.061	55.68	20.4	3.44	0.096
SE:C0037195	179	49.64	23.18	2.23	0.093	41.43	29.33	5.59	0.135
SE:C0011882	516	51.56	19.57	2.23	0.085	32.56	43.8	10.27	0.216
SE:C0005961	212	45.26	21.93	2.83	0.096	33.87	38.21	10.14	0.186
SE:C0002064	109	24.72	22.48	2.75	inf	21.68	27.06	3.21	inf
SE:C0152021	91	3.43	46.15	12.09	inf	3.1	46.7	14.84	inf
SE:C0011884	298	40.92	29.03	3.69	0.117	28.69	51.34	18.46	0.293
SE:C0039240	590	67.68	16.53	1.69	0.073	50.59	26.1	4.92	0.124
SE:C1260880	662	62.09	17.45	2.04	0.077	44.38	28.1	6.04	0.135
SE:C0152031	918	74.49	15.69	1.96	0.071	52.04	23.75	5.56	0.123
SE:C0004245	325	59.33	19.38	2.15	inf	49.26	23.08	5.08	inf
SE:C0080194	300	56.33	17.5	2.67	0.083	43.33	29.17	6.67	0.135
SE:C0008350	1102	65.22	16.61	1.77	0.073	38.05	35.48	7.44	0.167
SE:C0014591	816	78.98	14.15	1.84	0.064	60.22	20.1	3.8	0.097
SE:C0159877	333	57.34	21.47	1.95	0.086	44.75	30.03	8.26	0.156
SE:C0152029	304	52.89	24.01	2.47	0.1	41.26	34.21	8.72	0.172
SE:C0029925	121	15.15	40.5	4.13	inf	13.24	42.56	9.92	inf
SE:C0016807	154	43.36	20.45	1.95	inf	37.82	24.68	4.87	inf
SE:C0003635	91	11.62	31.87	4.95	inf	10.13	36.81	5.49	inf
SE:C0030353	153	17.58	51.31	8.17	inf	14.58	56.86	20.92	inf
SE:C0027059	190	29.5	22.11	2.63	inf	25.72	25.53	3.68	inf
SE:C0024902	280	47.37	26.07	4.11	0.118	36.42	39.11	12.5	0.209
SE:C0155540	74	23.81	50.68	4.73	inf	20.32	52.7	33.78	inf
SE:C0016658	297	60.15	22.56	2.69	0.091	49.63	29.63	5.89	0.14
SE:C0162834	152	34.28	29.93	5.92	inf	28.91	35.2	10.86	inf
SE:C0342579	569	69.56	14.15	1.67	0.065	52.76	23.02	3.08	0.098
SE:C0024299	341	62.62	19.21	1.76	inf	52.71	23.9	4.4	inf
SE:C0011881	126	30.85	34.13	5.95	inf	26.96	39.68	11.11	inf
SE:C0018520	147	36.69	29.59	4.08	inf	29.78	42.18	13.95	inf
SE:C0702166	349	64.26	19.34	2.44	inf	53.32	25.36	6.02	inf
SE:C0008035	250	53.7	23.0	3.4	0.098	43.4	30.4	10.2	0.177
SE:C0152027	422	66.78	17.18	2.96	0.082	54.78	22.39	5.45	0.115
SE:C0152169	57	0.87	31.58	11.4	inf	0.74	31.58	13.16	inf
SE:C0575090	990	78.32	13.48	2.12	0.065	52.74	21.06	4.04	0.103
SE:C0037383	304	61.87	21.22	2.47	inf	51.21	27.63	7.24	inf
SE:C0042510	532	60.82	21.15	2.26	0.086	47.34	30.64	6.02	0.137
SE:C0003862	1806	73.95	13.95	1.8	0.065	35.6	34.83	8.91	0.176
SE:C0003611	119	22.12	39.5	3.78	inf	18.32	47.48	8.82	inf
SE:C0001948	286	57.42	23.6	2.45	0.093	47.28	30.77	8.04	0.163
SE:C0026764	442	65.17	18.44	2.94	0.087	48.74	31.56	7.58	0.152
SE:C0001126	92	0.0	0.0	0.0	inf	0.0	0.0	0.0	inf
SE:C0034072	152	56.88	20.39	2.96	inf	48.56	26.32	8.88	inf
SE:C0242379	412	67.43	18.57	1.82	inf	55.07	24.76	5.95	inf
SE:C0274435	117	41.06	33.76	4.27	0.134	35.5	42.31	14.96	0.241
SE:C0025874	268	39.79	30.41	3.54	0.12	29.52	42.16	12.87	0.22
SE:C0027726	207	16.93	37.68	4.35	inf	14.78	40.34	9.9	inf
SE:C0005586	519	60.61	17.63	2.02	0.077	40.54	33.62	7.32	0.158
SE:C0232492	1316	78.39	12.88	1.79	0.063	50.21	23.29	4.67	0.113
SE:C0006840	980	71.17	17.3	2.04	0.074	46.43	27.65	7.04	0.141
SE:C0020550	346	62.09	18.93	2.75	0.083	50.55	27.75	5.92	0.129
SE:C0151766	1096	78.0	14.42	1.51	inf	52.79	23.49	4.15	inf
SE:C0037998	130	43.04	23.85	5.0	inf	37.66	27.69	8.08	inf
SE:C0878544	789	67.16	15.91	1.65	0.068	45.68	25.29	5.13	0.12
SE:C0022408	776	63.87	16.75	1.61	0.072	42.97	27.13	5.15	0.125
SE:C0024110	71	2.27	30.99	4.23	inf	2.04	33.1	5.63	inf
SE:C0006118	146	37.52	21.92	4.11	inf	33.27	23.97	6.85	inf
SE:C0013298	296	55.01	23.99	2.53	inf	45.0	32.77	11.15	inf
SE:C0034880	86	4.47	56.98	8.14	inf	3.92	59.88	13.95	inf
SE:C0034063	1230	76.03	13.5	1.5	0.06	48.47	23.58	4.35	0.111
SE:C0917799	535	65.87	15.33	1.96	0.07	48.84	24.67	4.77	0.115
SE:C0026650	452	67.92	17.59	2.32	0.079	55.82	22.12	5.64	0.115
SE:C0917798	455	67.36	16.59	1.65	0.072	53.13	24.18	3.96	0.11
SE:C0262385	148	33.4	22.97	3.72	inf	29.48	27.36	6.76	inf
SE:C0014868	914	70.92	14.99	2.3	0.071	46.93	25.22	6.89	0.136
SE:C0023211	441	58.38	19.5	4.54	0.1	44.48	27.44	7.94	0.151
SE:C0012813	694	65.08	16.07	2.38	0.077	45.29	25.43	6.12	0.13
SE:C0031256	402	64.73	17.16	2.49	inf	52.38	22.39	4.85	inf
SE:C0007286	621	61.12	17.15	1.61	0.071	39.8	31.88	6.84	0.148
SE:C0162429	730	68.31	18.01	2.05	0.078	46.32	28.01	7.74	0.152
SE:C0007784	514	68.47	18.09	2.04	0.077	55.37	22.96	3.79	0.105
SE:C0032302	134	12.07	34.33	2.99	inf	10.74	37.31	4.48	inf
SE:C0006112	274	64.0	19.34	2.55	inf	53.72	25.0	5.84	inf
SE:C0019557	392	70.35	18.11	3.32	0.087	57.35	23.6	5.48	0.119
SE:C0231218	1459	84.15	12.37	1.47	0.058	57.38	19.98	3.12	0.092
SE:C0026946	845	63.11	17.34	2.43	0.079	40.77	30.36	7.99	0.157
SE:C0043246	398	66.09	19.1	2.26	0.084	53.02	26.01	5.65	0.127
SE:C0011854	333	55.82	22.67	3.0	0.094	42.63	32.13	7.81	0.164
SE:C0019163	119	0.75	20.59	6.72	inf	0.71	21.01	6.72	inf
SE:C0005747	585	66.21	18.29	2.22	0.078	50.42	26.15	5.73	0.127
SE:C0022661	914	70.23	17.18	2.02	0.075	46.52	28.88	5.58	0.133
SE:C0003467	1898	69.88	14.12	1.48	0.063	32.42	35.99	7.69	0.166
SE:C0151970	246	52.84	21.75	3.86	0.104	43.68	32.52	11.99	0.191
SE:C0011630	93	25.32	23.12	2.15	inf	21.98	29.57	4.84	inf
SE:C0264545	169	49.59	25.74	4.44	inf	43.04	28.4	9.17	inf
SE:C0002940	243	53.91	20.99	1.65	0.08	43.92	27.16	6.58	0.137
SE:C0009193	50	10.83	60.0	5.0	inf	7.69	70.0	32.0	inf
SE:C0011609	373	58.69	21.31	2.14	inf	49.18	27.61	3.49	inf
SE:C0152030	122	37.82	21.31	1.23	inf	33.75	24.18	3.28	inf
SE:C0242362	715	58.59	18.25	2.38	0.084	38.28	31.89	7.13	0.154
SE:C0007820	237	51.33	24.05	3.59	inf	44.02	28.27	10.76	inf
SE:C0009326	50	1.5	45.0	10.0	inf	1.29	45.0	19.0	inf
SE:C0026948	60	8.61	35.83	5.0	inf	7.27	37.5	15.0	inf
SE:C0262414	55	0.25	21.82	19.09	inf	0.24	21.82	20.0	inf
SE:C0151786	1141	77.81	14.46	1.67	0.065	51.9	24.89	5.08	0.119
