Relation,MRR,h@1,h@3,h@10
0,0.30611948722335336,0.2125,0.3125,0.5
1,0.31056981380926985,0.25,0.28703703703703703,0.42592592592592593
2,0.16449241854500735,0.07986921999065857,0.1637085474077534,0.3330219523587109
3,0.14166952453551693,0.06432432432432432,0.14,0.28540540540540543
4,0.1476514899663265,0.08495508982035928,0.13884730538922155,0.25898203592814373
5,0.18655314923620528,0.11217948717948718,0.1842948717948718,0.32051282051282054
6,0.15242312933731095,0.07199546485260772,0.15079365079365079,0.30612244897959184
7,0.12688456122388925,0.052870090634441085,0.11570996978851963,0.2655589123867069
8,0.1208177261440809,0.04700854700854701,0.10256410256410256,0.28205128205128205
9,0.12586667715841127,0.049689440993788817,0.12422360248447205,0.2484472049689441
10,0.20983536617178733,0.1266829865361077,0.22643818849449204,0.35495716034271724
11,0.1374376717619383,0.06441717791411043,0.12883435582822086,0.2714723926380368
12,0.09812694047292495,0.029556650246305417,0.08866995073891626,0.229064039408867
13,0.11544899651941386,0.04746835443037975,0.09968354430379747,0.26582278481012656
14,0.11781658853395188,0.056074766355140186,0.09813084112149532,0.21261682242990654
15,0.12463079148334438,0.04956896551724138,0.11853448275862069,0.2823275862068966
16,0.10869141318231326,0.037422037422037424,0.09251559251559252,0.2494802494802495
17,0.13471327412899037,0.052592592592592594,0.1238888888888889,0.30018518518518517
18,0.21276306018321026,0.13178294573643412,0.22674418604651161,0.374031007751938
19,0.2769612526107635,0.18604651162790697,0.3081395348837209,0.45930232558139533
20,0.10976364010834865,0.04054054054054054,0.0990990990990991,0.26576576576576577
21,0.17859251252730243,0.0933852140077821,0.17315175097276264,0.35797665369649806
22,0.11173096696874914,0.04035874439461883,0.08744394618834081,0.257847533632287
23,0.10287549620867842,0.038461538461538464,0.09181141439205956,0.22084367245657568
24,0.20704130006779622,0.1223175965665236,0.21351931330472104,0.38197424892703863
25,0.11701433725235678,0.051264044943820225,0.10182584269662921,0.23946629213483145
26,0.0944128894284264,0.025609756097560974,0.08292682926829269,0.22195121951219512
27,0.24315288044177727,0.15671641791044777,0.2835820895522388,0.3880597014925373
28,0.15346799859312357,0.07377049180327869,0.13524590163934427,0.36475409836065575
29,0.11023398002652707,0.04512067156348373,0.09653725078698845,0.23399790136411333
30,0.19355870320592003,0.09708981435022579,0.20045158053186152,0.39287506271951833
31,0.25803486902911554,0.17532467532467533,0.2701298701298701,0.42207792207792205
32,0.12395529890460712,0.0451505016722408,0.1109253065774805,0.29431438127090304
33,0.1581898515771287,0.07789142407553108,0.15066876475216365,0.3225806451612903
34,0.24630555528852185,0.1623931623931624,0.24786324786324787,0.405982905982906
35,0.2481275350295888,0.12441314553990611,0.29107981220657275,0.48826291079812206
36,0.1702775116447066,0.0945273631840796,0.15920398009950248,0.3009950248756219
37,0.1338491002702735,0.043478260869565216,0.13043478260869565,0.31521739130434784
38,0.10402081222952651,0.04015151515151515,0.07954545454545454,0.23106060606060605
39,0.14237469625679025,0.06744421906693712,0.140973630831643,0.281947261663286
40,0.14251815189565964,0.05841584158415842,0.1495049504950495,0.30297029702970296
41,0.13661414953806317,0.06687062937062938,0.12805944055944055,0.26092657342657344
42,0.21180798731928524,0.09782608695652174,0.23369565217391305,0.4583333333333333
43,0.1730864976614918,0.08879781420765027,0.1721311475409836,0.3333333333333333
44,0.20598405559259358,0.12307692307692308,0.18461538461538463,0.4
45,0.16468313764168818,0.07989690721649484,0.16237113402061856,0.3479381443298969
46,0.14327821279653224,0.07608695652173914,0.125,0.266304347826087
47,0.12349580306354839,0.036231884057971016,0.14492753623188406,0.2753623188405797
48,0.19084163256239575,0.06470588235294118,0.24705882352941178,0.4470588235294118
49,0.17407631472889978,0.08966861598440545,0.1617933723196881,0.36062378167641324
50,0.19560293326045433,0.08450704225352113,0.20422535211267606,0.4084507042253521
51,0.12609758875455637,0.047839506172839504,0.09876543209876543,0.2962962962962963
52,0.3551141925586082,0.23170731707317074,0.4024390243902439,0.6158536585365854
53,0.16015863153437543,0.07142857142857142,0.15714285714285714,0.32857142857142857
54,0.26739205368673175,0.1717687074829932,0.282312925170068,0.4523809523809524
55,0.13477858593766745,0.06521739130434782,0.12318840579710146,0.2826086956521739
56,0.3160892891732869,0.22727272727272727,0.3431818181818182,0.47954545454545455
57,0.17376912238736497,0.08823529411764706,0.16176470588235295,0.35784313725490197
58,0.20028126153346132,0.11235521235521236,0.2023166023166023,0.37683397683397685
59,0.2170694933088217,0.12087912087912088,0.24175824175824176,0.41208791208791207
60,0.22087147858303724,0.13227513227513227,0.2275132275132275,0.39021164021164023
61,0.15031684235092208,0.05859375,0.16796875,0.3046875
62,0.22521827610180964,0.13382899628252787,0.22490706319702602,0.42379182156133827
63,0.14112435663061862,0.07847533632286996,0.12780269058295965,0.2600896860986547
64,0.14498345391905085,0.06382978723404255,0.13711583924349882,0.3191489361702128
65,0.23264359603305526,0.132,0.236,0.48
66,0.2003219640130496,0.11418685121107267,0.19204152249134948,0.3806228373702422
67,0.43121289257503714,0.31868131868131866,0.4725274725274725,0.6868131868131868
68,0.13881157879444248,0.06164383561643835,0.13013698630136986,0.3082191780821918
69,0.16244880412912244,0.05806451612903226,0.1967741935483871,0.33225806451612905
70,0.09355803477889356,0.02508361204013378,0.08528428093645485,0.2140468227424749
71,0.1630037230637898,0.07792207792207792,0.14935064935064934,0.35714285714285715
72,0.10605716966718058,0.0436046511627907,0.07848837209302326,0.23255813953488372
73,0.17903169377541975,0.08137898686679175,0.1848030018761726,0.3705440900562852
74,0.19591936857786885,0.11218836565096953,0.19667590027700832,0.34349030470914127
75,0.1407061345831939,0.0655893536121673,0.13783269961977188,0.2832699619771863
76,0.2131422231771352,0.12703101920236337,0.22156573116691286,0.38552437223042835
77,0.0828240457966921,0.0199203187250996,0.06772908366533864,0.199203187250996
78,0.17586671999359327,0.084,0.18,0.364
79,0.10615124442798331,0.040594855305466235,0.09284565916398714,0.2282958199356913
