Relation,MRR,h@1,h@3,h@10
8,0.1028161821796223,0.05255402750491159,0.1049852652259332,0.19805992141453832
1,0.08976590449687985,0.04551323434473854,0.08779857972885732,0.1697869593285991
7,0.0935702194443336,0.04434046345811052,0.09135472370766488,0.17457664884135474
3,0.05120851025862723,0.016170763260025874,0.03945666235446313,0.10802069857697283
9,0.21569494093596298,0.11269493177387914,0.23221247563352826,0.3961988304093567
10,0.1891854193209953,0.11023285622730186,0.20305490279854732,0.33977782525101474
14,0.38182866686463396,0.2519988155167308,0.43544566183002664,0.6505774355937223
0,0.12542770749671903,0.05988741166606779,0.12917714696370822,0.26134866451071986
5,0.08101406350707589,0.032080659945004586,0.07275435380384968,0.16659028414298807
19,0.07229309368351577,0.032673267326732675,0.06534653465346535,0.14257425742574256
4,0.06128063898517669,0.02103120759837178,0.05359565807327001,0.12720488466757124
13,0.18259026565427477,0.0992409333708181,0.19763845937587854,0.3522631430981164
11,0.06670708514986157,0.025436484045755568,0.060957254665863936,0.1411800120409392
12,0.1627592671744283,0.09376918354818907,0.18063228974831186,0.2995702885205648
2,0.10823774137999273,0.054115853658536585,0.10746951219512195,0.21189024390243902
6,0.1296127795166106,0.0648068669527897,0.13283261802575108,0.2598712446351931
21,0.1388669343111265,0.08710801393728224,0.1289198606271777,0.23344947735191637
16,0.13027459659842572,0.06942392909896603,0.1358936484490399,0.2466765140324963
23,0.27925583663158426,0.18617021276595744,0.324468085106383,0.4734042553191489
17,0.08661643903276163,0.04716981132075472,0.08962264150943396,0.15880503144654087
18,0.10942075373109295,0.05808080808080808,0.10606060606060606,0.2032828282828283
22,0.16690116348045891,0.12048192771084337,0.1746987951807229,0.2469879518072289
15,0.09243676706306563,0.046511627906976744,0.08604651162790698,0.18604651162790697
25,0.06731565993918534,0.0125,0.0625,0.1875
26,0.2107048143614851,0.0,0.5,0.5
20,0.10241633596345791,0.06538461538461539,0.10384615384615385,0.16923076923076924
24,0.10744966273454026,0.0660377358490566,0.09433962264150944,0.16981132075471697
