Relation,MRR,h@1,h@3,h@10
8,0.03944969658809172,0.009823182711198428,0.026031434184675836,0.09049607072691553
1,0.03056703506274058,0.007746933505487412,0.02356358941252421,0.0684312459651388
7,0.1802203831270288,0.09514260249554367,0.2123440285204991,0.3589572192513369
3,0.020706400894642707,0.003234152652005175,0.009055627425614488,0.04592496765847348
9,0.4259019646584868,0.3098196881091618,0.4987816764132554,0.6426656920077972
10,0.4168253490719376,0.2863704336680197,0.4966887417218543,0.6681264687032685
14,0.1008940307514633,0.030648504589872668,0.090316849274504,0.2405981640509328
0,0.04489953219397995,0.014313091388190202,0.03713019523296203,0.09635884537070308
5,0.028905226042552454,0.006759853345554537,0.019019248395967,0.0592346471127406
19,0.028998803089754412,0.005940594059405941,0.026732673267326732,0.060396039603960394
4,0.019113689956490352,0.0013568521031207597,0.008819538670284939,0.041383989145183174
13,0.38931293806022593,0.24754006184987348,0.477509136913129,0.6655889794770874
11,0.02896139083028407,0.00526791089704997,0.01836243226971704,0.06652618904274533
12,0.04839799980951445,0.01918354818907305,0.04619398403928791,0.10082872928176796
2,0.04633078488215181,0.01753048780487805,0.040396341463414635,0.08841463414634146
6,0.23468324095563695,0.14206008583690988,0.2667381974248927,0.43798283261802573
21,0.062369765155331436,0.020905923344947737,0.05574912891986063,0.14111498257839722
16,0.0329209670214051,0.007385524372230428,0.0258493353028065,0.06942392909896603
23,0.06134081112093393,0.02127659574468085,0.05851063829787234,0.1276595744680851
17,0.03598791140236959,0.009433962264150943,0.029874213836477988,0.08018867924528301
18,0.03377009079987197,0.012626262626262626,0.026515151515151516,0.06186868686868687
22,0.011741195288583701,0.0,0.006024096385542169,0.024096385542168676
15,0.038615390631984665,0.01627906976744186,0.023255813953488372,0.07441860465116279
25,0.013321733927623633,0.0,0.0125,0.0375
26,0.38558377896613194,0.25,0.5,0.5
20,0.020102554987261975,0.0038461538461538464,0.015384615384615385,0.03461538461538462
24,0.03374336836026453,0.018867924528301886,0.03773584905660377,0.03773584905660377
